User_id	Business_id	Review_ratings	Name	Address	City	State	Postal_code	Review_count	Restaurant_ratings	RestaurantsPriceRange2	GoodForMeal_breakfast	GoodForMeal_lunch	GoodForMeal_dinner	GoodForMeal_latenight	Alcohol	Ambience_casual	Ambience_classy	Ambience_romantic	Ambience_trendy	Ambience_upscale	HasTV	BusinessParking_garage	BusinessParking_lot	BusinessParking_street	BusinessParking_valet	WiFi	Category_Fast_Food	Category_Sandwiches	Category_Mexican	Category_American_Traditional	Category_Nightlife	Category_Pizza	Category_Bars	Category_Burgers	Category_Breakfast_Brunch	Category_American_New	User_total_ratings
NX-kJpedLaPNqUJLrmQ7RA	16d3BlncEyCTzb0GxXrBXQ	5.0	Green Corner Restaurant	1038 W Southern Ave, Ste 1	Mesa	AZ	85210	355	5.0	1.0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
NX-kJpedLaPNqUJLrmQ7RA	xTW5PkLEdMBs2f2W8RGy0g	5.0	Miele's Italian and Banquet Hall	2050 W Guadalupe Rd, Ste 9	Mesa	AZ	85202	87	4.0	2.0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	3
RO4Pfma9IUPG9SEPoW3VxA	10GxV6JOKPoR1w5KC2iZjA	3.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RO4Pfma9IUPG9SEPoW3VxA	oDxvrLYe5SiQKdJlGhheoA	4.0	Baja Joe's Mexican Cantina	1927 N Gilbert Rd, Ste 6	Mesa	AZ	85203	285	4.0	2.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	2
hLwN18l5ryFRQO1C9NpPuA	10GxV6JOKPoR1w5KC2iZjA	4.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hLwN18l5ryFRQO1C9NpPuA	ohEnmKpF7i2_ujme1p_vUQ	5.0	Cornish Pasty Company	1941 W Guadalupe Rd, Ste 101	Mesa	AZ	85202	1023	4.5	2.0	0	1	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SPS_8WefVrMl7yZ8IkrHSg	10GxV6JOKPoR1w5KC2iZjA	3.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SPS_8WefVrMl7yZ8IkrHSg	Lz6QUlFkVKtnzSISk0WUPw	3.0	Angry Crab Shack	2740 S Alma School Rd, Ste 13	Mesa	AZ	85210	876	4.0	2.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3
SPS_8WefVrMl7yZ8IkrHSg	549N1BNPDMvnrdb7qOoolQ	3.0	First Watch - Breakfast, Brunch & Lunch	1665 S Dobson Rd	Mesa	AZ	85202	105	4.0	2.0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	3
t-adhvmkee76fGZnhYOGWA	10GxV6JOKPoR1w5KC2iZjA	5.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
t-adhvmkee76fGZnhYOGWA	wP7rb72w0SMbwQ_tVV5TBw	5.0	At My Place Cafe	2121 W Guadalupe Rd, Ste 8	Mesa	AZ	85202	109	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2
YpVvSMuQWQiRCHbbUjFzag	10GxV6JOKPoR1w5KC2iZjA	4.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YpVvSMuQWQiRCHbbUjFzag	R-sEoZXf37pGzLnid7s6wA	3.0	Taquitos Jalisco	1052 W Broadway Rd	Mesa	AZ	85210	311	4.5	1.0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	3
YpVvSMuQWQiRCHbbUjFzag	DgZ-pZUo3drzpiCDlDr9IQ	4.0	unPhogettable	66 S Dobson Rd	Mesa	AZ	85202	600	4.0	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
D-J1AGGWWoYXj82kxrkhOg	10GxV6JOKPoR1w5KC2iZjA	4.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12
D-J1AGGWWoYXj82kxrkhOg	pYZnKIv0z-UxrpgBjp_z1w	4.0	Kokobelli Bagel Cafe	1155 S Power Rd	Mesa	AZ	85206	154	4.0	1.0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	12
D-J1AGGWWoYXj82kxrkhOg	c7lAaz-pW58i1h1rSlyqcw	1.0	Republica Empanada	204 E 1st Ave	Mesa	AZ	85210	434	4.5	1.0	0	1	1	0	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	12
D-J1AGGWWoYXj82kxrkhOg	_33-XWJONocBnsQZX3JGFQ	5.0	Grandma's Kitchen	323 E Brown Rd, Ste 201	Mesa	AZ	85201	45	4.0	1.0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	12
D-J1AGGWWoYXj82kxrkhOg	KK7-mHecrlhTIXxW1eATEw	4.0	Los Picos Parrilla Restaurant	1542 W University Dr	Mesa	AZ	85201	105	4.0	1.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	12
D-J1AGGWWoYXj82kxrkhOg	Yb2lzZilR6vnx0fffPSx8w	4.0	Lost Dutchman Coffee House	12 N Center St	Mesa	AZ	85201	80	3.5	1.0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	12
D-J1AGGWWoYXj82kxrkhOg	b7DQpuJ-heKrgEtreYrx8A	3.0	Baiz Fresh Foods	1858 W Baseline Rd	Mesa	AZ	85202	35	4.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12
D-J1AGGWWoYXj82kxrkhOg	HI56ArpYEbhEUeRx9Curpw	5.0	Asian Cafe Express	1911 W Main St, Ste 3	Mesa	AZ	85201	453	4.0	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12
D-J1AGGWWoYXj82kxrkhOg	tV5PcOIFlB12dpcbCy78VA	4.0	India Oven	1315 S Gilbert Rd	Mesa	AZ	85204	623	4.5	2.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12
D-J1AGGWWoYXj82kxrkhOg	EnOCjP3wBpoICvEZXil4Cg	4.0	Beijing Noodle House	1440 S Country Club Dr	Mesa	AZ	85210	97	4.0	1.0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	12
D-J1AGGWWoYXj82kxrkhOg	aNs7wSLFBu5JtCU4OH5RXw	5.0	BurgerFi	1939 S Val Vista Dr	Mesa	AZ	85204	253	4.0	2.0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	12
D-J1AGGWWoYXj82kxrkhOg	9IZX6ctv4ea6mc9gzu1flQ	1.0	Los Dos Molinos	260 S Alma School Rd, Ste 137	Mesa	AZ	85210	411	4.0	2.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	12
1Fc1Mt1ZQ60ynS_baTX32g	10GxV6JOKPoR1w5KC2iZjA	5.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
1Fc1Mt1ZQ60ynS_baTX32g	tV5PcOIFlB12dpcbCy78VA	5.0	India Oven	1315 S Gilbert Rd	Mesa	AZ	85204	623	4.5	2.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
1Fc1Mt1ZQ60ynS_baTX32g	QwAJZuJTo36OAj6DJxz14g	1.0	The VUE at Augusta Ranch	2401 S Lansing	Mesa	AZ	85209	97	4.0	2.0	1	1	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	3
MUvt8peT3Gj0_gcI4FG4jw	10GxV6JOKPoR1w5KC2iZjA	5.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MUvt8peT3Gj0_gcI4FG4jw	2Oz0VGwBgo3Dp5Az5WUoww	4.0	Kwan's Sampan	1927 N Gilbert Rd	Mesa	AZ	85203	70	3.5	1.0	0	1	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
icDDRFjWO0h6_oXpcEwMPQ	10GxV6JOKPoR1w5KC2iZjA	5.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
icDDRFjWO0h6_oXpcEwMPQ	Sr-DO1Nt8X4I4Pjxapwz-g	5.0	Board & Batten	4012 E Palm St	Mesa	AZ	85215	61	5.0	2.0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	2
E_7dyOnqK63-sWshGjhpSQ	10GxV6JOKPoR1w5KC2iZjA	5.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
E_7dyOnqK63-sWshGjhpSQ	uoZwJJaplLsktVrRw0JiQw	5.0	Pho Number One	1955 W Baseline Rd, Ste 114	Mesa	AZ	85202	139	4.0	1.0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
E_7dyOnqK63-sWshGjhpSQ	i066yR2IDP4FWt6p-k9aFg	2.0	Ike's Love & Sandwiches	1130 W Grove Ave, Ste 110	Mesa	AZ	85210	395	4.5	2.0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4
E_7dyOnqK63-sWshGjhpSQ	AwqxDqqodPn57LqnoKtwxA	2.0	Wings Express	761 S Alma School Rd	Mesa	AZ	85210	44	3.5	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
vveNP5ij6MewvqeCoGt0Cw	10GxV6JOKPoR1w5KC2iZjA	5.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6
vveNP5ij6MewvqeCoGt0Cw	c8DO25hR5lNWOwQmz1hhpQ	5.0	Domino's Pizza	510 S Dobson Rd	Mesa	AZ	85202	21	3.5	1.0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	6
vveNP5ij6MewvqeCoGt0Cw	_wwtLgX4n0jpyVP8jiJ40Q	5.0	Pho Winglee	111 S Dobson Rd, Ste 106	Mesa	AZ	85202	113	4.5	1.0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6
vveNP5ij6MewvqeCoGt0Cw	s5TJlFtdXcx_tXC4tlttlw	1.0	Thai Spices	66 S Dobson Rd, Ste 133	Mesa	AZ	85202	300	4.0	2.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6
vveNP5ij6MewvqeCoGt0Cw	kUz5-7Nm-gzQAmvgvegbLg	3.0	Saketini Japanese Sushi Bar and Lounge	1120 S Dobson Rd	Mesa	AZ	85202	175	3.5	2.0	0	0	1	1	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6
vveNP5ij6MewvqeCoGt0Cw	Hy0jGDoUwcudX2IbDGWWEA	5.0	Royal Thai Grill	321 W McKellips Rd	Mesa	AZ	85201	78	4.0	1.0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6
EIj7osC_bYTkv4eyHHuvNQ	10GxV6JOKPoR1w5KC2iZjA	5.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20
EIj7osC_bYTkv4eyHHuvNQ	uAyXrnFaXw2FBiYnmncDuw	4.0	Famous Dave's	1011 N Dobson Rd	Mesa	AZ	85201	209	4.0	2.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20
EIj7osC_bYTkv4eyHHuvNQ	KqoUS4BKtw5S4Rrg79bGgw	5.0	Pho Kim	1948 W Broadway Rd, Ste 103	Mesa	AZ	85202	24	4.0	1.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
EIj7osC_bYTkv4eyHHuvNQ	Lz6QUlFkVKtnzSISk0WUPw	5.0	Angry Crab Shack	2740 S Alma School Rd, Ste 13	Mesa	AZ	85210	876	4.0	2.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	20
EIj7osC_bYTkv4eyHHuvNQ	nJoohOsIiZMgtPV0ttvPxA	4.0	Mekong Sandwiches	66 S Dobson Rd, Ste 101	Mesa	AZ	85202	142	4.5	1.0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	20
EIj7osC_bYTkv4eyHHuvNQ	16d3BlncEyCTzb0GxXrBXQ	5.0	Green Corner Restaurant	1038 W Southern Ave, Ste 1	Mesa	AZ	85210	355	5.0	1.0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20
EIj7osC_bYTkv4eyHHuvNQ	LLWOrt8Vo5kyA9qeo-Y76g	5.0	Moreno's Mexican Grill	760 E Broadway Rd	Mesa	AZ	85204	76	4.0	1.0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	20
EIj7osC_bYTkv4eyHHuvNQ	tnG4_L5bZiffTbaFru9EBg	5.0	Princess Mediterranean Market & Deli	2620 W Broadway Rd	Mesa	AZ	85202	326	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	20
EIj7osC_bYTkv4eyHHuvNQ	6G0w6rSvl964Lt8qumF3hA	3.0	Com Tam Thuan Kieu	66 S Dobson Rd, Ste 141	Mesa	AZ	85202	118	4.0	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	20
EIj7osC_bYTkv4eyHHuvNQ	A8UtlAQem2hPDe-UfsvndQ	3.0	Baby Kay's Cajun Kitchen	2051 S Dobson Rd, Ste 18	Mesa	AZ	85202	308	4.5	2.0	0	1	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
EIj7osC_bYTkv4eyHHuvNQ	v5zzCmCf1L4Utjit12EMuQ	5.0	Rodizio Grill	1840 S Val Vista Dr	Mesa	AZ	85204	172	3.5	3.0	0	1	1	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	20
EIj7osC_bYTkv4eyHHuvNQ	uoZwJJaplLsktVrRw0JiQw	5.0	Pho Number One	1955 W Baseline Rd, Ste 114	Mesa	AZ	85202	139	4.0	1.0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
EIj7osC_bYTkv4eyHHuvNQ	s5TJlFtdXcx_tXC4tlttlw	4.0	Thai Spices	66 S Dobson Rd, Ste 133	Mesa	AZ	85202	300	4.0	2.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20
EIj7osC_bYTkv4eyHHuvNQ	lkjgZcgbpbYR_mXoGXWmQw	4.0	RA Sushi Bar Restaurant	1652 S Val Vista Dr, Ste 101	Mesa	AZ	85204	247	3.5	2.0	0	1	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20
EIj7osC_bYTkv4eyHHuvNQ	kUz5-7Nm-gzQAmvgvegbLg	4.0	Saketini Japanese Sushi Bar and Lounge	1120 S Dobson Rd	Mesa	AZ	85202	175	3.5	2.0	0	0	1	1	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20
EIj7osC_bYTkv4eyHHuvNQ	yk8hg2Q6_m5Rviqq_eAaGA	4.0	Thai House Restaurant	1155 S Power Rd	Mesa	AZ	85206	140	4.0	1.0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20
EIj7osC_bYTkv4eyHHuvNQ	DgZ-pZUo3drzpiCDlDr9IQ	4.0	unPhogettable	66 S Dobson Rd	Mesa	AZ	85202	600	4.0	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20
EIj7osC_bYTkv4eyHHuvNQ	XURVF3UPIfuMbckfcu5Ztg	2.0	Thai Kitchen	10720 E Southern Ave	Mesa	AZ	85209	108	4.0	2.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	20
EIj7osC_bYTkv4eyHHuvNQ	RbGsqfcW1f8MFo_aKvT8Vw	4.0	Hue Gourmet	66 S Dobson Rd, Ste 126	Mesa	AZ	85202	52	4.0	1.0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20
EIj7osC_bYTkv4eyHHuvNQ	GAyHbuUTtKAdpHiFGJuezQ	5.0	Cracker Barrel Old Country Store	1007 N Dobson Rd	Mesa	AZ	85201	222	3.5	2.0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	20
zvKDfdMm6K_xcc1i4GT5Yg	10GxV6JOKPoR1w5KC2iZjA	5.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
zvKDfdMm6K_xcc1i4GT5Yg	i066yR2IDP4FWt6p-k9aFg	5.0	Ike's Love & Sandwiches	1130 W Grove Ave, Ste 110	Mesa	AZ	85210	395	4.5	2.0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2
3PgiO3mMAMfbP5Qs7L2New	10GxV6JOKPoR1w5KC2iZjA	3.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
3PgiO3mMAMfbP5Qs7L2New	5j2ugUALtjsa2nkV1YGq5Q	4.0	House Modern Sushi Restaurant	1641 S Stapley Dr, Ste 103	Mesa	AZ	85204	258	4.0	2.0	0	1	1	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4
3PgiO3mMAMfbP5Qs7L2New	nJoohOsIiZMgtPV0ttvPxA	5.0	Mekong Sandwiches	66 S Dobson Rd, Ste 101	Mesa	AZ	85202	142	4.5	1.0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	4
3PgiO3mMAMfbP5Qs7L2New	DgZ-pZUo3drzpiCDlDr9IQ	1.0	unPhogettable	66 S Dobson Rd	Mesa	AZ	85202	600	4.0	1.0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
-1goEXBA3oKAueF8idZsuw	10GxV6JOKPoR1w5KC2iZjA	2.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
-1goEXBA3oKAueF8idZsuw	B-pELAaG6vPfa3eQAUk98A	5.0	Sushi Stop Udon & Grill	2023 W Guadalupe Rd, Ste 14	Mesa	AZ	85202	83	4.5	2.0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
UA7eCROEYywPrDQDopNDGA	10GxV6JOKPoR1w5KC2iZjA	5.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
UA7eCROEYywPrDQDopNDGA	B-pELAaG6vPfa3eQAUk98A	5.0	Sushi Stop Udon & Grill	2023 W Guadalupe Rd, Ste 14	Mesa	AZ	85202	83	4.5	2.0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
UA7eCROEYywPrDQDopNDGA	uoZwJJaplLsktVrRw0JiQw	5.0	Pho Number One	1955 W Baseline Rd, Ste 114	Mesa	AZ	85202	139	4.0	1.0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
tOzylErjY0jP-pULRgBLjQ	10GxV6JOKPoR1w5KC2iZjA	4.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
tOzylErjY0jP-pULRgBLjQ	5j2ugUALtjsa2nkV1YGq5Q	1.0	House Modern Sushi Restaurant	1641 S Stapley Dr, Ste 103	Mesa	AZ	85204	258	4.0	2.0	0	1	1	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4
tOzylErjY0jP-pULRgBLjQ	c7lAaz-pW58i1h1rSlyqcw	5.0	Republica Empanada	204 E 1st Ave	Mesa	AZ	85210	434	4.5	1.0	0	1	1	0	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	4
tOzylErjY0jP-pULRgBLjQ	XDoS2eETLrG53caNkchd3g	1.0	Pho Nhat	1820 W Southern Ave	Mesa	AZ	85202	115	4.0	1.0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Z8QVEYttjK22XM9M_exTYQ	10GxV6JOKPoR1w5KC2iZjA	5.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Z8QVEYttjK22XM9M_exTYQ	_myTPlWa8QRN5eavs-hNPg	4.0	Pacino's Italian	2831 N Power Rd	Mesa	AZ	85215	181	3.5	2.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	3
Z8QVEYttjK22XM9M_exTYQ	B5E_Qp3R1q0oRlzbYaWIkQ	5.0	5 R Cha Thai Bistro	2011 N Recker Rd	Mesa	AZ	85215	121	4.0	2.0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3
z6JKV7ZLkMxxk7RWza4A5A	10GxV6JOKPoR1w5KC2iZjA	5.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
z6JKV7ZLkMxxk7RWza4A5A	e4NQLZynhSmvwl38hC4m-A	5.0	Backyard Taco	1524 E University	Mesa	AZ	85203	892	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3
z6JKV7ZLkMxxk7RWza4A5A	GAyHbuUTtKAdpHiFGJuezQ	5.0	Cracker Barrel Old Country Store	1007 N Dobson Rd	Mesa	AZ	85201	222	3.5	2.0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	3
82Micw6atbqgn8-r7oNRKg	10GxV6JOKPoR1w5KC2iZjA	5.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
82Micw6atbqgn8-r7oNRKg	9njwmO6YzhaQB3-htNMFYQ	4.0	The Hub Grill and Bar	1925 S Sossaman Rd	Mesa	AZ	85209	403	4.0	2.0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	1	0	0	3
82Micw6atbqgn8-r7oNRKg	kUz5-7Nm-gzQAmvgvegbLg	4.0	Saketini Japanese Sushi Bar and Lounge	1120 S Dobson Rd	Mesa	AZ	85202	175	3.5	2.0	0	0	1	1	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
wc79RHhGnm8gJnpVj6tA4g	10GxV6JOKPoR1w5KC2iZjA	5.0	Soda Bun Thai Food	2740 S Alma School Rd, Ste 5	Mesa	AZ	85210	148	4.5	1.0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
wc79RHhGnm8gJnpVj6tA4g	iJBnqweAPDTCfyMcRrG90w	4.0	Giant Hamburgers	2753 E Broadway Rd, Ste 104	Mesa	AZ	85204	343	4.5	1.0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	5
wc79RHhGnm8gJnpVj6tA4g	ohEnmKpF7i2_ujme1p_vUQ	5.0	Cornish Pasty Company	1941 W Guadalupe Rd, Ste 101	Mesa	AZ	85202	1023	4.5	2.0	0	1	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
