Business_id,top1,top2,top3
DmyS9b7ykIOo7XwYt5I9wg,0 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
DtSfgYvhcUA1vda_Ypj7cQ,"100 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
DwfOyiI7x7ei2mHcoPwljQ,50 % of the reviews are talking about the Service,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
E2iZCFnfu9Np8lABZKqMLA,83 % of the reviews are talking about the Service,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
E3ODMVUoz27BJ17r58E-5g,42 % of the reviews are talking about the Service,"42 % are talking about other attributes like waiting time, price, ambience and cleanliness.",14 % of the reviews are talking about the food quality
E7KK8pYREY0qoKcAEO2XCA,50 % of the reviews are talking about the food quality,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
E9Br7PAWnMeYq4FYRiW8Og,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",37 % of the reviews are talking about the Service,12 % of the reviews are talking about the food quality
EE_CKAAq7_oL7jfxmUKhuw,38 % of the reviews are talking about the Service,"38 % are talking about other attributes like waiting time, price, ambience and cleanliness.",22 % of the reviews are talking about the food quality
EVVlOSnyb252v0hXYuDJ_w,57 % of the reviews are talking about the Service,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness.",14 % of the reviews are talking about the food quality
EX_daRmTI61Eq0kiXBuDsw,57 % of the reviews are talking about the Service,42 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
EYWaN9sLjVYdi7fKIRguVA,80 % of the reviews are talking about the food quality,20 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
EjQOE5UZgqC0O9KSErZXIw,37 % of the reviews are talking about the food quality,37 % of the reviews are talking about the Service,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
EnDm1TQPMrVvq0nAZqeWaA,60 % of the reviews are talking about the food quality,40 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
EvDUi_H6-JG3QfGWiInAlw,55 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",11 % of the reviews are talking about the food quality
EzUypdlXXX75D_Cj14DnuA,71 % of the reviews are talking about the food quality,14 % of the reviews are talking about the Service,"14 % are talking about other attributes like waiting time, price, ambience and cleanliness."
F32DomX99ciCXRoxJ6poyw,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the food quality,16 % of the reviews are talking about the Service
F5YzrBnOUDpgJkp9BK8cmQ,50 % of the reviews are talking about the food quality,31 % of the reviews are talking about the Service,"18 % are talking about other attributes like waiting time, price, ambience and cleanliness."
F7vD6BGJQ3nDdzlHTd_FIQ,"75 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality
FAIUM08fHNRbIH0fz8IANQ,80 % of the reviews are talking about the Service,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
FKNvQvsknpNSG26hVtzJ0w,50 % of the reviews are talking about the Service,46 % of the reviews are talking about the food quality,"3 % are talking about other attributes like waiting time, price, ambience and cleanliness."
FKyDrTFQSvbn4KGsRFZYYQ,66 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
FOAAgwfA_1sLoSBB1RcJrw,60 % of the reviews are talking about the food quality,20 % of the reviews are talking about the Service,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
FTA3Qoa7C4aTx_KE75nJ4Q,50 % of the reviews are talking about the food quality,50 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
FWlvgWQVsPrd8dFp6oBbsQ,60 % of the reviews are talking about the Service,20 % of the reviews are talking about the food quality,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Fll5sCBsLpwpss87z9ikQg,66 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Fo-Qyaas3tOsA_GE4_lFbQ,39 % of the reviews are talking about the food quality,"32 % are talking about other attributes like waiting time, price, ambience and cleanliness.",28 % of the reviews are talking about the Service
FscCtUIsAL8cBL-S-A4FEQ,"60 % are talking about other attributes like waiting time, price, ambience and cleanliness.",21 % of the reviews are talking about the Service,17 % of the reviews are talking about the food quality
FysQmYPyBcIv0RSNhuVzAQ,"66 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the Service,8 % of the reviews are talking about the food quality
FztBiWmBNWv_BTQccYw-hA,50 % of the reviews are talking about the food quality,31 % of the reviews are talking about the Service,"18 % are talking about other attributes like waiting time, price, ambience and cleanliness."
G4XcXQhdS9Pt39bVDdfVCg,42 % of the reviews are talking about the food quality,28 % of the reviews are talking about the Service,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness."
G7Ull-QUaNXyPwtEErHZ8g,"51 % are talking about other attributes like waiting time, price, ambience and cleanliness.",29 % of the reviews are talking about the Service,19 % of the reviews are talking about the food quality
GC3sJ_gyPTUHyOrPQQTwTw,42 % of the reviews are talking about the Service,"42 % are talking about other attributes like waiting time, price, ambience and cleanliness.",14 % of the reviews are talking about the food quality
GDnbt3isfhd57T1QqU6flg,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the Service,16 % of the reviews are talking about the food quality
GIMviyRh15eJ4vvs9Euoew,50 % of the reviews are talking about the Service,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
GRR61NwIkgpzPjQVjx5LAA,33 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness."
GSwncKipCuXVBIYQM2Pfag,"44 % are talking about other attributes like waiting time, price, ambience and cleanliness.",40 % of the reviews are talking about the Service,14 % of the reviews are talking about the food quality
GaYRUatPQi6PmJIE2wF-Uw,50 % of the reviews are talking about the food quality,37 % of the reviews are talking about the Service,"12 % are talking about other attributes like waiting time, price, ambience and cleanliness."
GboHJSE9PcqcAc5V3veS-w,48 % of the reviews are talking about the Service,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness.",22 % of the reviews are talking about the food quality
GdV24nwlR29MPqNXFglZnQ,"43 % are talking about other attributes like waiting time, price, ambience and cleanliness.",31 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service
GibwaDiqJJ_62x0h3oCyxA,40 % of the reviews are talking about the food quality,30 % of the reviews are talking about the Service,"30 % are talking about other attributes like waiting time, price, ambience and cleanliness."
GlPvold8xQu3AVKOOCEkIA,48 % of the reviews are talking about the Service,28 % of the reviews are talking about the food quality,"24 % are talking about other attributes like waiting time, price, ambience and cleanliness."
GyhXMf5LsM2b-OYH13aqkQ,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service
H-gllDEH0DHqE-HmzdHtKg,66 % of the reviews are talking about the Service,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness.",8 % of the reviews are talking about the food quality
H069fdb1NOIhFaIuLzAf1g,"46 % are talking about other attributes like waiting time, price, ambience and cleanliness.",26 % of the reviews are talking about the food quality,26 % of the reviews are talking about the Service
H45fQ69_8DpWz-yB9oPhhw,75 % of the reviews are talking about the Service,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
H6UYKqj0iO_hvvlM76nh0A,48 % of the reviews are talking about the Service,34 % of the reviews are talking about the food quality,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
HEmSK3apoP4xwVs0YkpNLQ,40 % of the reviews are talking about the Service,30 % of the reviews are talking about the food quality,"30 % are talking about other attributes like waiting time, price, ambience and cleanliness."
HHtOdJ96oXiiGihhS8ZWTg,33 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness."
HNQzTcyaW3PwJ2oC8vKWHw,55 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",11 % of the reviews are talking about the food quality
HTaA1mo9cB1dXMwfJC6yKg,46 % of the reviews are talking about the Service,31 % of the reviews are talking about the food quality,"21 % are talking about other attributes like waiting time, price, ambience and cleanliness."
HVDh5T4Nb11pNsV48dfzxg,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service
HWn6UEjunBhWtuUrZFkYKA,40 % of the reviews are talking about the food quality,40 % of the reviews are talking about the Service,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
HWyXgSBj8WL-SbnSi5mlNg,75 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
HXdPqrO27tANiLpbCe9BVA,66 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
HYBgmHPJSNVelYo6BfdHdQ,50 % of the reviews are talking about the Service,30 % of the reviews are talking about the food quality,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
HbWyDMi5BoUXq0SiUkHoXA,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",30 % of the reviews are talking about the Service,20 % of the reviews are talking about the food quality
HdlbsjC-7uQTars7399TrQ,40 % of the reviews are talking about the Service,30 % of the reviews are talking about the food quality,"30 % are talking about other attributes like waiting time, price, ambience and cleanliness."
HhFsbbmmEg6vgjXnRJ70HQ,44 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",22 % of the reviews are talking about the food quality
HjnqWaD1vSQQDp1bsUTt7A,"80 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
HmRtRrxieDpk2ANibPFPSA,42 % of the reviews are talking about the food quality,28 % of the reviews are talking about the Service,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness."
I5Xxk3yWjCJdJb74iWFZzg,41 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the food quality
IHadZayuynmzIcQy9egKWg,37 % of the reviews are talking about the Service,"37 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the food quality
IKpVBsOTixsnoU4r0Sc42A,"53 % are talking about other attributes like waiting time, price, ambience and cleanliness.",32 % of the reviews are talking about the Service,14 % of the reviews are talking about the food quality
IP-wtj3oAlz4uy-foRFEqQ,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",40 % of the reviews are talking about the food quality,10 % of the reviews are talking about the Service
IPdJS6sF45RE5T93y9nQ4w,40 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"26 % are talking about other attributes like waiting time, price, ambience and cleanliness."
IUMyUYOIR9UQ7XGIEQKOuA,"68 % are talking about other attributes like waiting time, price, ambience and cleanliness.",21 % of the reviews are talking about the Service,10 % of the reviews are talking about the food quality
IUacTdoWEWEODMVFlUOOlw,41 % of the reviews are talking about the Service,35 % of the reviews are talking about the food quality,"23 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Il21_URvlkQ89uUeGPGmaw,60 % of the reviews are talking about the food quality,40 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
IqsQRoiVE535Z2JR-7xoWQ,75 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Iyoew2PXUR9vM_atU9iqDw,42 % of the reviews are talking about the food quality,42 % of the reviews are talking about the Service,"14 % are talking about other attributes like waiting time, price, ambience and cleanliness."
IzBOJTnKQkanSViAn8FX_w,47 % of the reviews are talking about the food quality,29 % of the reviews are talking about the Service,"23 % are talking about other attributes like waiting time, price, ambience and cleanliness."
J8mVsADcV_YvK3Mbw5Zfpg,50 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
JDwUNHYA_-FvxEMRvHniig,"45 % are talking about other attributes like waiting time, price, ambience and cleanliness.",27 % of the reviews are talking about the food quality,27 % of the reviews are talking about the Service
JJJA-y6eUQZn55hmEONo5A,42 % of the reviews are talking about the Service,28 % of the reviews are talking about the food quality,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness."
JOUZELoB9gj-2T5n-BrlSg,40 % of the reviews are talking about the food quality,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the Service
JQLUWnceJyKuMDqV0HHRUg,42 % of the reviews are talking about the Service,35 % of the reviews are talking about the food quality,"21 % are talking about other attributes like waiting time, price, ambience and cleanliness."
JRo3APL5f4-TEkuI-SoDcA,"36 % are talking about other attributes like waiting time, price, ambience and cleanliness.",35 % of the reviews are talking about the food quality,27 % of the reviews are talking about the Service
JT9krwpag1O4YRjJy_ZA6Q,35 % of the reviews are talking about the Service,"35 % are talking about other attributes like waiting time, price, ambience and cleanliness.",28 % of the reviews are talking about the food quality
JTNdV6u3DK-wcqX7ZXl5hw,"49 % are talking about other attributes like waiting time, price, ambience and cleanliness.",28 % of the reviews are talking about the Service,21 % of the reviews are talking about the food quality
JUWeWe5W2LuY_cp2mHRTIQ,41 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
JVQL4U_5nETnOQ3S-zOPbA,44 % of the reviews are talking about the food quality,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",22 % of the reviews are talking about the Service
JVYtwesjVNYNJvAruBOB6A,50 % of the reviews are talking about the food quality,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
JZnefBrxlWJnuvVYd79Uxw,50 % of the reviews are talking about the Service,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
JlMYSLiLnpWiihmzZkQS-w,"37 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the Service,28 % of the reviews are talking about the food quality
Jm8q8_hOH8VPmLSTMqF9vA,"64 % are talking about other attributes like waiting time, price, ambience and cleanliness.",21 % of the reviews are talking about the Service,14 % of the reviews are talking about the food quality
JqMjfqxTffrHMabizYbVPA,"46 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the food quality,20 % of the reviews are talking about the Service
JtpKPEAJ3Ob-bz-Xak4EGA,75 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
JvpRR0XjtiEHiTnQa5MRVQ,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
K0Odlnc5zKdDPwHwvQvEAA,57 % of the reviews are talking about the Service,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness.",14 % of the reviews are talking about the food quality
K4rLi2Mqz931v07nMSih5w,55 % of the reviews are talking about the food quality,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",11 % of the reviews are talking about the Service
KGiObVBRve0oEyMBfOywcQ,46 % of the reviews are talking about the Service,"30 % are talking about other attributes like waiting time, price, ambience and cleanliness.",23 % of the reviews are talking about the food quality
KLzY7jmq6tnqN1E_JBkyLw,50 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
KSh2Vr-nvAsbZqtKibtWSQ,"100 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
KYb1uDE-knfgYf_u7mofaA,38 % of the reviews are talking about the food quality,38 % of the reviews are talking about the Service,"22 % are talking about other attributes like waiting time, price, ambience and cleanliness."
KfWRe_yMC0tDDGBgoPB37g,44 % of the reviews are talking about the Service,29 % of the reviews are talking about the food quality,"26 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Kh8Ctqf7z4S6OJ9F7EsVpA,80 % of the reviews are talking about the Service,20 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
KqSWho4bavZzNH0qQ5GnQA,43 % of the reviews are talking about the food quality,"31 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the Service
Kr2EJ05h5BXHlytYBgShGw,60 % of the reviews are talking about the Service,20 % of the reviews are talking about the food quality,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
KtQk3PNQnTWCLj3t2b8Heg,"60 % are talking about other attributes like waiting time, price, ambience and cleanliness.",40 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
Ku_c9V0nj6bYcEYPPJuahA,50 % of the reviews are talking about the Service,40 % of the reviews are talking about the food quality,"10 % are talking about other attributes like waiting time, price, ambience and cleanliness."
L-ET62DqrmaXrUTga5Px6A,75 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
L6hkMaZ1tAPF4sW1WmdQLQ,66 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
L98yev_7So-Tgx82IsjVeA,80 % of the reviews are talking about the food quality,20 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
LAXd3Y4XSy4X9iaHFwqK_A,83 % of the reviews are talking about the food quality,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
LBAkHJJfCoDj9aa5sc0Mxw,39 % of the reviews are talking about the Service,"36 % are talking about other attributes like waiting time, price, ambience and cleanliness.",23 % of the reviews are talking about the food quality
LDgOIEmaABKP7pl3wdgVbQ,40 % of the reviews are talking about the Service,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the food quality
LIHuRVXlR_MPZTJZJQMQGA,57 % of the reviews are talking about the food quality,42 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
LPmd-VRWxQTI5qNVFBKzQw,40 % of the reviews are talking about the food quality,40 % of the reviews are talking about the Service,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
LRtMYHzPuKMmHjy96VifBQ,36 % of the reviews are talking about the food quality,36 % of the reviews are talking about the Service,"27 % are talking about other attributes like waiting time, price, ambience and cleanliness."
LSanOnVnsJPF-61oKsGXmA,63 % of the reviews are talking about the Service,18 % of the reviews are talking about the food quality,"18 % are talking about other attributes like waiting time, price, ambience and cleanliness."
LUqIA9m-UFaeL-huWwalPQ,42 % of the reviews are talking about the Service,28 % of the reviews are talking about the food quality,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness."
LmyysENQBd2AgnDBE90cXA,"54 % are talking about other attributes like waiting time, price, ambience and cleanliness.",36 % of the reviews are talking about the Service,9 % of the reviews are talking about the food quality
LoCnjxSpQBoFLNWAmbmTqw,41 % of the reviews are talking about the Service,29 % of the reviews are talking about the food quality,"29 % are talking about other attributes like waiting time, price, ambience and cleanliness."
LpdW1vh1AVm5QznEL5j03g,39 % of the reviews are talking about the food quality,"39 % are talking about other attributes like waiting time, price, ambience and cleanliness.",21 % of the reviews are talking about the Service
LuWemt7wUsVU90-VwHwgyA,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
LvQT_Uap6t0p2ePpDaCZsQ,50 % of the reviews are talking about the Service,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
Lvr6DdVkFI8IMGfRvUcXQA,"66 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality
LyuDnoxI8yiPPmwcF62bfw,33 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness."
LyunOKCJ30PVfAis--hs4A,50 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",16 % of the reviews are talking about the food quality
M5UO7M4HyWDIK-ZLbtfJFA,"47 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the food quality,19 % of the reviews are talking about the Service
MJlq5AuCkRjz31sKspxp1g,61 % of the reviews are talking about the Service,"29 % are talking about other attributes like waiting time, price, ambience and cleanliness.",9 % of the reviews are talking about the food quality
MKvRBwtfIcH9206rzBeVxg,45 % of the reviews are talking about the Service,"36 % are talking about other attributes like waiting time, price, ambience and cleanliness.",18 % of the reviews are talking about the food quality
MN9RMoV35ReHFIHpRv3WZQ,55 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"11 % are talking about other attributes like waiting time, price, ambience and cleanliness."
MO-C3o6DFqLBK1Z1qA-f4g,45 % of the reviews are talking about the Service,27 % of the reviews are talking about the food quality,"27 % are talking about other attributes like waiting time, price, ambience and cleanliness."
MOi64A9mDpK9zUB8546L8Q,33 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness."
MVLZqbw6vOkCjFApRBlSfQ,"100 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
MVSACvnnpDiEDp4FTn1c5A,40 % of the reviews are talking about the Service,"34 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the food quality
M_AuwEJTLUEIejktqmDWlg,40 % of the reviews are talking about the food quality,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the Service
McsAPsIJPXHrZ1jY2FzmNw,44 % of the reviews are talking about the food quality,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",22 % of the reviews are talking about the Service
Mf8D439Y1JPMawYR7c1caQ,66 % of the reviews are talking about the food quality,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
MfM1RlnTRFY4k0IDlKTMwA,61 % of the reviews are talking about the food quality,28 % of the reviews are talking about the Service,"9 % are talking about other attributes like waiting time, price, ambience and cleanliness."
MkKMmLQGtuZnjw-5GqLwqQ,"53 % are talking about other attributes like waiting time, price, ambience and cleanliness.",30 % of the reviews are talking about the food quality,15 % of the reviews are talking about the Service
MvVCSyFIpmKKV8URk0HWIQ,40 % of the reviews are talking about the Service,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the food quality
My2gfKUwiCGKg8flMw9yBw,70 % of the reviews are talking about the food quality,20 % of the reviews are talking about the Service,"10 % are talking about other attributes like waiting time, price, ambience and cleanliness."
N0XLFVLBqOhRAOMjTVlpzQ,50 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
NM3iiGNrwoyNKWXiRT-nKA,"53 % are talking about other attributes like waiting time, price, ambience and cleanliness.",23 % of the reviews are talking about the food quality,23 % of the reviews are talking about the Service
NbQHD6DVge3n-UvfYYNE_g,40 % of the reviews are talking about the food quality,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the Service
NdXgEnEpHrP74L1oZtdsBQ,42 % of the reviews are talking about the Service,"36 % are talking about other attributes like waiting time, price, ambience and cleanliness.",21 % of the reviews are talking about the food quality
NpUR0C_W-gbMcp0TL4lVKg,37 % of the reviews are talking about the food quality,"37 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the Service
NpozCEWra9PkYtxCtCPr6Q,50 % of the reviews are talking about the Service,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
NsbcCa8_i0RQjXLhpeLixw,50 % of the reviews are talking about the Service,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
NtP9zu-UWq2f7nS6xGuwZQ,42 % of the reviews are talking about the food quality,"42 % are talking about other attributes like waiting time, price, ambience and cleanliness.",14 % of the reviews are talking about the Service
NuExoRpRNRsVgRyF_E5Zhw,"45 % are talking about other attributes like waiting time, price, ambience and cleanliness.",35 % of the reviews are talking about the Service,19 % of the reviews are talking about the food quality
NxZIySJr3DjROJBkl_KaEg,50 % of the reviews are talking about the food quality,37 % of the reviews are talking about the Service,"12 % are talking about other attributes like waiting time, price, ambience and cleanliness."
NxZt-j74NpvIU5hdb2KJTA,"66 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
O0KPQu0zouowlJZWsJrSXw,"100 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
O4YxrrQ8Rg1Kc4Mel3cAyg,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the food quality,16 % of the reviews are talking about the Service
O5jWRmilHqaW54ChJh1oFg,43 % of the reviews are talking about the Service,31 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
O85SFzter9loSIy6fHM9kA,55 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",11 % of the reviews are talking about the food quality
OEzk5db-j7tVT1US14fQsg,42 % of the reviews are talking about the Service,32 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
OH3baEaklANPe1farAKgRg,50 % of the reviews are talking about the Service,27 % of the reviews are talking about the food quality,"22 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ONc1Rtd9sIxoQdTvO_7pew,87 % of the reviews are talking about the Service,"12 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
OQH2cl8SPWp9HR5S_CXFgA,57 % of the reviews are talking about the Service,42 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
OVn8rF10-r1QR9gvAlICrg,41 % of the reviews are talking about the Service,"35 % are talking about other attributes like waiting time, price, ambience and cleanliness.",23 % of the reviews are talking about the food quality
OXSVjoMQflcB1xRb6T7eFA,58 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness.",16 % of the reviews are talking about the Service
OYAx_cY8v-elkMDgADM-jQ,66 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
OZwIcrbQy2LLMuXEtPumeQ,"75 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality
Oa36vjcNukdm7xXcLZ6IPQ,38 % of the reviews are talking about the Service,"38 % are talking about other attributes like waiting time, price, ambience and cleanliness.",23 % of the reviews are talking about the food quality
Oj6W90G1ZVay9cRl6_uKXg,34 % of the reviews are talking about the Service,32 % of the reviews are talking about the food quality,"32 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Om5mo4oWKPn_kPpLjNiV4Q,40 % of the reviews are talking about the food quality,40 % of the reviews are talking about the Service,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
OqDtFvYZYFNhxaKsFB0zfg,52 % of the reviews are talking about the Service,36 % of the reviews are talking about the food quality,"10 % are talking about other attributes like waiting time, price, ambience and cleanliness."
